year,state,count_type,count
01/01/2015 12:00:00 PM,ME,Sheltered ES Homeless Family Households,119
01/01/2015 12:00:00 PM,MI,Sheltered ES Homeless Family Households,573
01/01/2015 12:00:00 PM,MN,Sheltered ES Homeless Family Households,521
01/01/2015 12:00:00 PM,MO,Sheltered ES Homeless Family Households,507
01/01/2015 12:00:00 PM,MP,Sheltered ES Homeless Family Households,
01/01/2015 12:00:00 PM,MS,Sheltered ES Homeless Family Households,54
01/01/2015 12:00:00 PM,MT,Sheltered ES Homeless Family Households,63
01/01/2015 12:00:00 PM,NC,Sheltered ES Homeless Family Households,565
01/01/2015 12:00:00 PM,ND,Sheltered ES Homeless Family Households,51
01/01/2015 12:00:00 PM,NE,Sheltered ES Homeless Family Households,152
01/01/2015 12:00:00 PM,NH,Sheltered ES Homeless Family Households,101
01/01/2015 12:00:00 PM,NJ,Sheltered ES Homeless Family Households,987
01/01/2015 12:00:00 PM,NM,Sheltered ES Homeless Family Households,128
01/01/2015 12:00:00 PM,NV,Sheltered ES Homeless Family Households,218
01/01/2015 12:00:00 PM,NY,Sheltered ES Homeless Family Households,14169
01/01/2015 12:00:00 PM,OH,Sheltered ES Homeless Family Households,669
01/01/2015 12:00:00 PM,OK,Sheltered ES Homeless Family Households,201
01/01/2015 12:00:00 PM,OR,Sheltered ES Homeless Family Households,259
01/01/2015 12:00:00 PM,PA,Sheltered ES Homeless Family Households,1016
01/01/2015 12:00:00 PM,PR,Sheltered ES Homeless Family Households,15
01/01/2015 12:00:00 PM,RI,Sheltered ES Homeless Family Households,59
01/01/2015 12:00:00 PM,SC,Sheltered ES Homeless Family Households,136
01/01/2015 12:00:00 PM,SD,Sheltered ES Homeless Family Households,71
01/01/2015 12:00:00 PM,TN,Sheltered ES Homeless Family Households,295
01/01/2015 12:00:00 PM,TX,Sheltered ES Homeless Family Households,986
01/01/2015 12:00:00 PM,UT,Sheltered ES Homeless Family Households,208
01/01/2015 12:00:00 PM,VA,Sheltered ES Homeless Family Households,506
01/01/2015 12:00:00 PM,VI,Sheltered ES Homeless Family Households,7
01/01/2015 12:00:00 PM,VT,Sheltered ES Homeless Family Households,151
01/01/2015 12:00:00 PM,WA,Sheltered ES Homeless Family Households,674
01/01/2015 12:00:00 PM,WI,Sheltered ES Homeless Family Households,422
01/01/2015 12:00:00 PM,WV,Sheltered ES Homeless Family Households,62
01/01/2015 12:00:00 PM,WY,Sheltered ES Homeless Family Households,16
01/01/2015 12:00:00 PM,Total,Sheltered ES Homeless Family Households,36752
01/01/2015 12:00:00 PM,AK,Sheltered TH Homeless Family Households,69
01/01/2015 12:00:00 PM,AL,Sheltered TH Homeless Family Households,147
01/01/2015 12:00:00 PM,AR,Sheltered TH Homeless Family Households,53
01/01/2015 12:00:00 PM,AZ,Sheltered TH Homeless Family Households,559
01/01/2015 12:00:00 PM,CA,Sheltered TH Homeless Family Households,3001
01/01/2015 12:00:00 PM,CO,Sheltered TH Homeless Family Households,640
01/01/2015 12:00:00 PM,CT,Sheltered TH Homeless Family Households,174
01/01/2015 12:00:00 PM,DC,Sheltered TH Homeless Family Households,363
01/01/2015 12:00:00 PM,DE,Sheltered TH Homeless Family Households,62
01/01/2015 12:00:00 PM,FL,Sheltered TH Homeless Family Households,1111
01/01/2015 12:00:00 PM,GA,Sheltered TH Homeless Family Households,506
01/01/2015 12:00:00 PM,GU,Sheltered TH Homeless Family Households,0
01/01/2015 12:00:00 PM,HI,Sheltered TH Homeless Family Households,434
01/01/2015 12:00:00 PM,IA,Sheltered TH Homeless Family Households,359
01/01/2015 12:00:00 PM,ID,Sheltered TH Homeless Family Households,123
01/01/2015 12:00:00 PM,IL,Sheltered TH Homeless Family Households,1164
01/01/2015 12:00:00 PM,IN,Sheltered TH Homeless Family Households,306
01/01/2015 12:00:00 PM,KS,Sheltered TH Homeless Family Households,180
01/01/2015 12:00:00 PM,KY,Sheltered TH Homeless Family Households,196
01/01/2015 12:00:00 PM,LA,Sheltered TH Homeless Family Households,146
01/01/2015 12:00:00 PM,MA,Sheltered TH Homeless Family Households,503
01/01/2015 12:00:00 PM,MD,Sheltered TH Homeless Family Households,409
01/01/2015 12:00:00 PM,ME,Sheltered TH Homeless Family Households,236
01/01/2015 12:00:00 PM,MI,Sheltered TH Homeless Family Households,688
01/01/2015 12:00:00 PM,MN,Sheltered TH Homeless Family Households,600
01/01/2015 12:00:00 PM,MO,Sheltered TH Homeless Family Households,338
01/01/2015 12:00:00 PM,MP,Sheltered TH Homeless Family Households,
01/01/2015 12:00:00 PM,MS,Sheltered TH Homeless Family Households,84
01/01/2015 12:00:00 PM,MT,Sheltered TH Homeless Family Households,57
01/01/2015 12:00:00 PM,NC,Sheltered TH Homeless Family Households,356
01/01/2015 12:00:00 PM,ND,Sheltered TH Homeless Family Households,20
01/01/2015 12:00:00 PM,NE,Sheltered TH Homeless Family Households,175
01/01/2015 12:00:00 PM,NH,Sheltered TH Homeless Family Households,137
01/01/2015 12:00:00 PM,NJ,Sheltered TH Homeless Family Households,340
01/01/2015 12:00:00 PM,NM,Sheltered TH Homeless Family Households,162
01/01/2015 12:00:00 PM,NV,Sheltered TH Homeless Family Households,60
01/01/2015 12:00:00 PM,NY,Sheltered TH Homeless Family Households,1175
01/01/2015 12:00:00 PM,OH,Sheltered TH Homeless Family Households,404
01/01/2015 12:00:00 PM,OK,Sheltered TH Homeless Family Households,104
01/01/2015 12:00:00 PM,OR,Sheltered TH Homeless Family Households,327
01/01/2015 12:00:00 PM,PA,Sheltered TH Homeless Family Households,1253
01/01/2015 12:00:00 PM,PR,Sheltered TH Homeless Family Households,106
01/01/2015 12:00:00 PM,RI,Sheltered TH Homeless Family Households,52
01/01/2015 12:00:00 PM,SC,Sheltered TH Homeless Family Households,196
01/01/2015 12:00:00 PM,SD,Sheltered TH Homeless Family Households,51
01/01/2015 12:00:00 PM,TN,Sheltered TH Homeless Family Households,283
01/01/2015 12:00:00 PM,TX,Sheltered TH Homeless Family Households,1173
01/01/2015 12:00:00 PM,UT,Sheltered TH Homeless Family Households,149
01/01/2015 12:00:00 PM,VA,Sheltered TH Homeless Family Households,368
01/01/2015 12:00:00 PM,VI,Sheltered TH Homeless Family Households,3
01/01/2015 12:00:00 PM,VT,Sheltered TH Homeless Family Households,46
01/01/2015 12:00:00 PM,WA,Sheltered TH Homeless Family Households,1262
01/01/2015 12:00:00 PM,WI,Sheltered TH Homeless Family Households,501
01/01/2015 12:00:00 PM,WV,Sheltered TH Homeless Family Households,46
01/01/2015 12:00:00 PM,WY,Sheltered TH Homeless Family Households,55
01/01/2015 12:00:00 PM,Total,Sheltered TH Homeless Family Households,21312
01/01/2015 12:00:00 PM,AK,Sheltered Total Homeless Family Households,163
01/01/2015 12:00:00 PM,AL,Sheltered Total Homeless Family Households,287
01/01/2015 12:00:00 PM,AR,Sheltered Total Homeless Family Households,198
01/01/2015 12:00:00 PM,AZ,Sheltered Total Homeless Family Households,937
01/01/2015 12:00:00 PM,CA,Sheltered Total Homeless Family Households,5593
01/01/2015 12:00:00 PM,CO,Sheltered Total Homeless Family Households,996
01/01/2015 12:00:00 PM,CT,Sheltered Total Homeless Family Households,445
01/01/2015 12:00:00 PM,DC,Sheltered Total Homeless Family Households,1131
01/01/2015 12:00:00 PM,DE,Sheltered Total Homeless Family Households,115
01/01/2015 12:00:00 PM,FL,Sheltered Total Homeless Family Households,2107
01/01/2015 12:00:00 PM,GA,Sheltered Total Homeless Family Households,1014
01/01/2015 12:00:00 PM,GU,Sheltered Total Homeless Family Households,14
01/01/2015 12:00:00 PM,HI,Sheltered Total Homeless Family Households,613
01/01/2015 12:00:00 PM,IA,Sheltered Total Homeless Family Households,495
01/01/2015 12:00:00 PM,ID,Sheltered Total Homeless Family Households,213
01/01/2015 12:00:00 PM,IL,Sheltered Total Homeless Family Households,1597
01/01/2015 12:00:00 PM,IN,Sheltered Total Homeless Family Households,631
01/01/2015 12:00:00 PM,KS,Sheltered Total Homeless Family Households,334
01/01/2015 12:00:00 PM,KY,Sheltered Total Homeless Family Households,398
01/01/2015 12:00:00 PM,LA,Sheltered Total Homeless Family Households,276
01/01/2015 12:00:00 PM,MA,Sheltered Total Homeless Family Households,4892
01/01/2015 12:00:00 PM,MD,Sheltered Total Homeless Family Households,847
01/01/2015 12:00:00 PM,ME,Sheltered Total Homeless Family Households,355
01/01/2015 12:00:00 PM,MI,Sheltered Total Homeless Family Households,1261
01/01/2015 12:00:00 PM,MN,Sheltered Total Homeless Family Households,1121
01/01/2015 12:00:00 PM,MO,Sheltered Total Homeless Family Households,845
01/01/2015 12:00:00 PM,MP,Sheltered Total Homeless Family Households,
01/01/2015 12:00:00 PM,MS,Sheltered Total Homeless Family Households,138
01/01/2015 12:00:00 PM,MT,Sheltered Total Homeless Family Households,120
01/01/2015 12:00:00 PM,NC,Sheltered Total Homeless Family Households,921
01/01/2015 12:00:00 PM,ND,Sheltered Total Homeless Family Households,71
01/01/2015 12:00:00 PM,NE,Sheltered Total Homeless Family Households,327
01/01/2015 12:00:00 PM,NH,Sheltered Total Homeless Family Households,238
01/01/2015 12:00:00 PM,NJ,Sheltered Total Homeless Family Households,1327
01/01/2015 12:00:00 PM,NM,Sheltered Total Homeless Family Households,290
01/01/2015 12:00:00 PM,NV,Sheltered Total Homeless Family Households,278
01/01/2015 12:00:00 PM,NY,Sheltered Total Homeless Family Households,15344
01/01/2015 12:00:00 PM,OH,Sheltered Total Homeless Family Households,1073
01/01/2015 12:00:00 PM,OK,Sheltered Total Homeless Family Households,305
01/01/2015 12:00:00 PM,OR,Sheltered Total Homeless Family Households,586
01/01/2015 12:00:00 PM,PA,Sheltered Total Homeless Family Households,2269
01/01/2015 12:00:00 PM,PR,Sheltered Total Homeless Family Households,121
01/01/2015 12:00:00 PM,RI,Sheltered Total Homeless Family Households,111
01/01/2015 12:00:00 PM,SC,Sheltered Total Homeless Family Households,332
01/01/2015 12:00:00 PM,SD,Sheltered Total Homeless Family Households,122
01/01/2015 12:00:00 PM,TN,Sheltered Total Homeless Family Households,578
01/01/2015 12:00:00 PM,TX,Sheltered Total Homeless Family Households,2159
01/01/2015 12:00:00 PM,UT,Sheltered Total Homeless Family Households,357
01/01/2015 12:00:00 PM,VA,Sheltered Total Homeless Family Households,874
01/01/2015 12:00:00 PM,VI,Sheltered Total Homeless Family Households,10
01/01/2015 12:00:00 PM,VT,Sheltered Total Homeless Family Households,197
01/01/2015 12:00:00 PM,WA,Sheltered Total Homeless Family Households,1936
01/01/2015 12:00:00 PM,WI,Sheltered Total Homeless Family Households,923
01/01/2015 12:00:00 PM,WV,Sheltered Total Homeless Family Households,108
01/01/2015 12:00:00 PM,WY,Sheltered Total Homeless Family Households,71
01/01/2015 12:00:00 PM,Total,Sheltered Total Homeless Family Households,58064
01/01/2015 12:00:00 PM,AK,Unsheltered Homeless Family Households,17
01/01/2015 12:00:00 PM,AL,Unsheltered Homeless Family Households,73
01/01/2015 12:00:00 PM,AR,Unsheltered Homeless Family Households,42
01/01/2015 12:00:00 PM,AZ,Unsheltered Homeless Family Households,65
01/01/2015 12:00:00 PM,CA,Unsheltered Homeless Family Households,1602
01/01/2015 12:00:00 PM,CO,Unsheltered Homeless Family Households,246
01/01/2015 12:00:00 PM,CT,Unsheltered Homeless Family Households,11
01/01/2015 12:00:00 PM,DC,Unsheltered Homeless Family Households,0
01/01/2015 12:00:00 PM,DE,Unsheltered Homeless Family Households,0
01/01/2015 12:00:00 PM,FL,Unsheltered Homeless Family Households,946
01/01/2015 12:00:00 PM,GA,Unsheltered Homeless Family Households,222
01/01/2015 12:00:00 PM,GU,Unsheltered Homeless Family Households,166
01/01/2015 12:00:00 PM,HI,Unsheltered Homeless Family Households,185
01/01/2015 12:00:00 PM,IA,Unsheltered Homeless Family Households,1
01/01/2015 12:00:00 PM,ID,Unsheltered Homeless Family Households,38
01/01/2015 12:00:00 PM,IL,Unsheltered Homeless Family Households,51
01/01/2015 12:00:00 PM,IN,Unsheltered Homeless Family Households,5
01/01/2015 12:00:00 PM,KS,Unsheltered Homeless Family Households,12
01/01/2015 12:00:00 PM,KY,Unsheltered Homeless Family Households,69
01/01/2015 12:00:00 PM,LA,Unsheltered Homeless Family Households,9
01/01/2015 12:00:00 PM,MA,Unsheltered Homeless Family Households,11
01/01/2015 12:00:00 PM,MD,Unsheltered Homeless Family Households,123
01/01/2015 12:00:00 PM,ME,Unsheltered Homeless Family Households,3
01/01/2015 12:00:00 PM,MI,Unsheltered Homeless Family Households,24
01/01/2015 12:00:00 PM,MN,Unsheltered Homeless Family Households,71
01/01/2015 12:00:00 PM,MO,Unsheltered Homeless Family Households,81
01/01/2015 12:00:00 PM,MP,Unsheltered Homeless Family Households,
01/01/2015 12:00:00 PM,MS,Unsheltered Homeless Family Households,14
01/01/2015 12:00:00 PM,MT,Unsheltered Homeless Family Households,62
01/01/2015 12:00:00 PM,NC,Unsheltered Homeless Family Households,189
01/01/2015 12:00:00 PM,ND,Unsheltered Homeless Family Households,52
01/01/2015 12:00:00 PM,NE,Unsheltered Homeless Family Households,0
01/01/2015 12:00:00 PM,NH,Unsheltered Homeless Family Households,6
01/01/2015 12:00:00 PM,NJ,Unsheltered Homeless Family Households,19
01/01/2015 12:00:00 PM,NM,Unsheltered Homeless Family Households,6
01/01/2015 12:00:00 PM,NV,Unsheltered Homeless Family Households,1
01/01/2015 12:00:00 PM,NY,Unsheltered Homeless Family Households,17
01/01/2015 12:00:00 PM,OH,Unsheltered Homeless Family Households,35
01/01/2015 12:00:00 PM,OK,Unsheltered Homeless Family Households,38
01/01/2015 12:00:00 PM,OR,Unsheltered Homeless Family Households,593
01/01/2015 12:00:00 PM,PA,Unsheltered Homeless Family Households,30
01/01/2015 12:00:00 PM,PR,Unsheltered Homeless Family Households,49
01/01/2015 12:00:00 PM,RI,Unsheltered Homeless Family Households,1
01/01/2015 12:00:00 PM,SC,Unsheltered Homeless Family Households,178
01/01/2015 12:00:00 PM,SD,Unsheltered Homeless Family Households,3
01/01/2015 12:00:00 PM,TN,Unsheltered Homeless Family Households,291
01/01/2015 12:00:00 PM,TX,Unsheltered Homeless Family Households,157
01/01/2015 12:00:00 PM,UT,Unsheltered Homeless Family Households,7
01/01/2015 12:00:00 PM,VA,Unsheltered Homeless Family Households,16
01/01/2015 12:00:00 PM,VI,Unsheltered Homeless Family Households,0
01/01/2015 12:00:00 PM,VT,Unsheltered Homeless Family Households,4
01/01/2015 12:00:00 PM,WA,Unsheltered Homeless Family Households,218
01/01/2015 12:00:00 PM,WI,Unsheltered Homeless Family Households,31
01/01/2015 12:00:00 PM,WV,Unsheltered Homeless Family Households,21
01/01/2015 12:00:00 PM,WY,Unsheltered Homeless Family Households,22
01/01/2015 12:00:00 PM,Total,Unsheltered Homeless Family Households,6133
01/01/2015 12:00:00 PM,AK,Chronically Homeless,222
01/01/2015 12:00:00 PM,AL,Chronically Homeless,607
01/01/2015 12:00:00 PM,AR,Chronically Homeless,623
01/01/2015 12:00:00 PM,AZ,Chronically Homeless,1366
01/01/2015 12:00:00 PM,CA,Chronically Homeless,32227
01/01/2015 12:00:00 PM,CO,Chronically Homeless,1877
01/01/2015 12:00:00 PM,CT,Chronically Homeless,583
01/01/2015 12:00:00 PM,DC,Chronically Homeless,1790
01/01/2015 12:00:00 PM,DE,Chronically Homeless,80
01/01/2015 12:00:00 PM,FL,Chronically Homeless,6540
01/01/2015 12:00:00 PM,GA,Chronically Homeless,2137
01/01/2015 12:00:00 PM,GU,Chronically Homeless,153
01/01/2015 12:00:00 PM,HI,Chronically Homeless,1534
01/01/2015 12:00:00 PM,IA,Chronically Homeless,275
01/01/2015 12:00:00 PM,ID,Chronically Homeless,245
01/01/2015 12:00:00 PM,IL,Chronically Homeless,1912
01/01/2015 12:00:00 PM,IN,Chronically Homeless,703
01/01/2015 12:00:00 PM,KS,Chronically Homeless,379
01/01/2015 12:00:00 PM,KY,Chronically Homeless,457
01/01/2015 12:00:00 PM,LA,Chronically Homeless,773
01/01/2015 12:00:00 PM,MA,Chronically Homeless,2561
01/01/2015 12:00:00 PM,MD,Chronically Homeless,1847
01/01/2015 12:00:00 PM,ME,Chronically Homeless,217
01/01/2015 12:00:00 PM,MI,Chronically Homeless,935
01/01/2015 12:00:00 PM,MN,Chronically Homeless,1396
01/01/2015 12:00:00 PM,MO,Chronically Homeless,1025
01/01/2015 12:00:00 PM,MP,Chronically Homeless,
01/01/2015 12:00:00 PM,MS,Chronically Homeless,243
01/01/2015 12:00:00 PM,MT,Chronically Homeless,166
01/01/2015 12:00:00 PM,NC,Chronically Homeless,1364
01/01/2015 12:00:00 PM,ND,Chronically Homeless,138
01/01/2015 12:00:00 PM,NE,Chronically Homeless,322
01/01/2015 12:00:00 PM,NH,Chronically Homeless,317
01/01/2015 12:00:00 PM,NJ,Chronically Homeless,1410
01/01/2015 12:00:00 PM,NM,Chronically Homeless,716
01/01/2015 12:00:00 PM,NV,Chronically Homeless,594
01/01/2015 12:00:00 PM,NY,Chronically Homeless,7116
01/01/2015 12:00:00 PM,OH,Chronically Homeless,1275
01/01/2015 12:00:00 PM,OK,Chronically Homeless,581
01/01/2015 12:00:00 PM,OR,Chronically Homeless,4011
01/01/2015 12:00:00 PM,PA,Chronically Homeless,1590
01/01/2015 12:00:00 PM,PR,Chronically Homeless,1756
01/01/2015 12:00:00 PM,RI,Chronically Homeless,130
01/01/2015 12:00:00 PM,SC,Chronically Homeless,1020
01/01/2015 12:00:00 PM,SD,Chronically Homeless,95
01/01/2015 12:00:00 PM,TN,Chronically Homeless,1650
01/01/2015 12:00:00 PM,TX,Chronically Homeless,4304
01/01/2015 12:00:00 PM,UT,Chronically Homeless,233
01/01/2015 12:00:00 PM,VA,Chronically Homeless,1158
01/01/2015 12:00:00 PM,VI,Chronically Homeless,22
01/01/2015 12:00:00 PM,VT,Chronically Homeless,166
01/01/2015 12:00:00 PM,WA,Chronically Homeless,2482
01/01/2015 12:00:00 PM,WI,Chronically Homeless,464
01/01/2015 12:00:00 PM,WV,Chronically Homeless,386
01/01/2015 12:00:00 PM,WY,Chronically Homeless,102
01/01/2015 12:00:00 PM,Total,Chronically Homeless,96275
01/01/2015 12:00:00 PM,AK,Sheltered ES Chronically Homeless,81
01/01/2015 12:00:00 PM,AL,Sheltered ES Chronically Homeless,166
01/01/2015 12:00:00 PM,AR,Sheltered ES Chronically Homeless,319
01/01/2015 12:00:00 PM,AZ,Sheltered ES Chronically Homeless,323
01/01/2015 12:00:00 PM,CA,Sheltered ES Chronically Homeless,4975
01/01/2015 12:00:00 PM,CO,Sheltered ES Chronically Homeless,858
01/01/2015 12:00:00 PM,CT,Sheltered ES Chronically Homeless,278
01/01/2015 12:00:00 PM,DC,Sheltered ES Chronically Homeless,1470
01/01/2015 12:00:00 PM,DE,Sheltered ES Chronically Homeless,75
01/01/2015 12:00:00 PM,FL,Sheltered ES Chronically Homeless,1328
01/01/2015 12:00:00 PM,GA,Sheltered ES Chronically Homeless,622
01/01/2015 12:00:00 PM,GU,Sheltered ES Chronically Homeless,0
01/01/2015 12:00:00 PM,HI,Sheltered ES Chronically Homeless,160
01/01/2015 12:00:00 PM,IA,Sheltered ES Chronically Homeless,221
01/01/2015 12:00:00 PM,ID,Sheltered ES Chronically Homeless,112
01/01/2015 12:00:00 PM,IL,Sheltered ES Chronically Homeless,936
01/01/2015 12:00:00 PM,IN,Sheltered ES Chronically Homeless,514
01/01/2015 12:00:00 PM,KS,Sheltered ES Chronically Homeless,240
01/01/2015 12:00:00 PM,KY,Sheltered ES Chronically Homeless,413
01/01/2015 12:00:00 PM,LA,Sheltered ES Chronically Homeless,278
01/01/2015 12:00:00 PM,MA,Sheltered ES Chronically Homeless,2285
01/01/2015 12:00:00 PM,MD,Sheltered ES Chronically Homeless,940
01/01/2015 12:00:00 PM,ME,Sheltered ES Chronically Homeless,202
01/01/2015 12:00:00 PM,MI,Sheltered ES Chronically Homeless,613
01/01/2015 12:00:00 PM,MN,Sheltered ES Chronically Homeless,1054
01/01/2015 12:00:00 PM,MO,Sheltered ES Chronically Homeless,600
01/01/2015 12:00:00 PM,MP,Sheltered ES Chronically Homeless,
01/01/2015 12:00:00 PM,MS,Sheltered ES Chronically Homeless,67
01/01/2015 12:00:00 PM,MT,Sheltered ES Chronically Homeless,26
01/01/2015 12:00:00 PM,NC,Sheltered ES Chronically Homeless,682
01/01/2015 12:00:00 PM,ND,Sheltered ES Chronically Homeless,68
01/01/2015 12:00:00 PM,NE,Sheltered ES Chronically Homeless,266
01/01/2015 12:00:00 PM,NH,Sheltered ES Chronically Homeless,252
01/01/2015 12:00:00 PM,NJ,Sheltered ES Chronically Homeless,966
01/01/2015 12:00:00 PM,NM,Sheltered ES Chronically Homeless,445
01/01/2015 12:00:00 PM,NV,Sheltered ES Chronically Homeless,113
01/01/2015 12:00:00 PM,NY,Sheltered ES Chronically Homeless,4564
01/01/2015 12:00:00 PM,OH,Sheltered ES Chronically Homeless,847
01/01/2015 12:00:00 PM,OK,Sheltered ES Chronically Homeless,320
01/01/2015 12:00:00 PM,OR,Sheltered ES Chronically Homeless,999
01/01/2015 12:00:00 PM,PA,Sheltered ES Chronically Homeless,846
01/01/2015 12:00:00 PM,PR,Sheltered ES Chronically Homeless,172
01/01/2015 12:00:00 PM,RI,Sheltered ES Chronically Homeless,118
01/01/2015 12:00:00 PM,SC,Sheltered ES Chronically Homeless,513
01/01/2015 12:00:00 PM,SD,Sheltered ES Chronically Homeless,67
01/01/2015 12:00:00 PM,TN,Sheltered ES Chronically Homeless,695
01/01/2015 12:00:00 PM,TX,Sheltered ES Chronically Homeless,1823
01/01/2015 12:00:00 PM,UT,Sheltered ES Chronically Homeless,213
01/01/2015 12:00:00 PM,VA,Sheltered ES Chronically Homeless,769
01/01/2015 12:00:00 PM,VI,Sheltered ES Chronically Homeless,4
01/01/2015 12:00:00 PM,VT,Sheltered ES Chronically Homeless,111
01/01/2015 12:00:00 PM,WA,Sheltered ES Chronically Homeless,999
01/01/2015 12:00:00 PM,WI,Sheltered ES Chronically Homeless,349
01/01/2015 12:00:00 PM,WV,Sheltered ES Chronically Homeless,221
01/01/2015 12:00:00 PM,WY,Sheltered ES Chronically Homeless,37
01/01/2015 12:00:00 PM,Total,Sheltered ES Chronically Homeless,35615
01/01/2015 12:00:00 PM,AK,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,AL,Sheltered SH Chronically Homeless,2
01/01/2015 12:00:00 PM,AR,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,AZ,Sheltered SH Chronically Homeless,21
01/01/2015 12:00:00 PM,CA,Sheltered SH Chronically Homeless,102
01/01/2015 12:00:00 PM,CO,Sheltered SH Chronically Homeless,24
01/01/2015 12:00:00 PM,CT,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,DC,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,DE,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,FL,Sheltered SH Chronically Homeless,55
01/01/2015 12:00:00 PM,GA,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,GU,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,HI,Sheltered SH Chronically Homeless,20
01/01/2015 12:00:00 PM,IA,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,ID,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,IL,Sheltered SH Chronically Homeless,58
01/01/2015 12:00:00 PM,IN,Sheltered SH Chronically Homeless,15
01/01/2015 12:00:00 PM,KS,Sheltered SH Chronically Homeless,5
01/01/2015 12:00:00 PM,KY,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,LA,Sheltered SH Chronically Homeless,9
01/01/2015 12:00:00 PM,MA,Sheltered SH Chronically Homeless,35
01/01/2015 12:00:00 PM,MD,Sheltered SH Chronically Homeless,76
01/01/2015 12:00:00 PM,ME,Sheltered SH Chronically Homeless,1
01/01/2015 12:00:00 PM,MI,Sheltered SH Chronically Homeless,8
01/01/2015 12:00:00 PM,MN,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,MO,Sheltered SH Chronically Homeless,52
01/01/2015 12:00:00 PM,MP,Sheltered SH Chronically Homeless,
01/01/2015 12:00:00 PM,MS,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,MT,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,NC,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,ND,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,NE,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,NH,Sheltered SH Chronically Homeless,8
01/01/2015 12:00:00 PM,NJ,Sheltered SH Chronically Homeless,6
01/01/2015 12:00:00 PM,NM,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,NV,Sheltered SH Chronically Homeless,4
01/01/2015 12:00:00 PM,NY,Sheltered SH Chronically Homeless,169
01/01/2015 12:00:00 PM,OH,Sheltered SH Chronically Homeless,40
01/01/2015 12:00:00 PM,OK,Sheltered SH Chronically Homeless,22
01/01/2015 12:00:00 PM,OR,Sheltered SH Chronically Homeless,9
01/01/2015 12:00:00 PM,PA,Sheltered SH Chronically Homeless,194
01/01/2015 12:00:00 PM,PR,Sheltered SH Chronically Homeless,23
01/01/2015 12:00:00 PM,RI,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,SC,Sheltered SH Chronically Homeless,12
01/01/2015 12:00:00 PM,SD,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,TN,Sheltered SH Chronically Homeless,7
01/01/2015 12:00:00 PM,TX,Sheltered SH Chronically Homeless,92
01/01/2015 12:00:00 PM,UT,Sheltered SH Chronically Homeless,2
01/01/2015 12:00:00 PM,VA,Sheltered SH Chronically Homeless,20
01/01/2015 12:00:00 PM,VI,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,VT,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,WA,Sheltered SH Chronically Homeless,28
01/01/2015 12:00:00 PM,WI,Sheltered SH Chronically Homeless,28
01/01/2015 12:00:00 PM,WV,Sheltered SH Chronically Homeless,5
01/01/2015 12:00:00 PM,WY,Sheltered SH Chronically Homeless,0
01/01/2015 12:00:00 PM,Total,Sheltered SH Chronically Homeless,1152
01/01/2015 12:00:00 PM,AK,Sheltered Total Chronically Homeless,81
01/01/2015 12:00:00 PM,AL,Sheltered Total Chronically Homeless,168
01/01/2015 12:00:00 PM,AR,Sheltered Total Chronically Homeless,319
01/01/2015 12:00:00 PM,AZ,Sheltered Total Chronically Homeless,344
01/01/2015 12:00:00 PM,CA,Sheltered Total Chronically Homeless,5077
01/01/2015 12:00:00 PM,CO,Sheltered Total Chronically Homeless,882
01/01/2015 12:00:00 PM,CT,Sheltered Total Chronically Homeless,278
01/01/2015 12:00:00 PM,DC,Sheltered Total Chronically Homeless,1470
01/01/2015 12:00:00 PM,DE,Sheltered Total Chronically Homeless,75
01/01/2015 12:00:00 PM,FL,Sheltered Total Chronically Homeless,1383
01/01/2015 12:00:00 PM,GA,Sheltered Total Chronically Homeless,622
01/01/2015 12:00:00 PM,GU,Sheltered Total Chronically Homeless,0
01/01/2015 12:00:00 PM,HI,Sheltered Total Chronically Homeless,180
01/01/2015 12:00:00 PM,IA,Sheltered Total Chronically Homeless,221
01/01/2015 12:00:00 PM,ID,Sheltered Total Chronically Homeless,112
01/01/2015 12:00:00 PM,IL,Sheltered Total Chronically Homeless,994
01/01/2015 12:00:00 PM,IN,Sheltered Total Chronically Homeless,529
01/01/2015 12:00:00 PM,KS,Sheltered Total Chronically Homeless,245
